provincia_inscripcion;canton_inscripcion;parroquia_inscripcion;anio_inscripcion;mes_inscripcion;dia_inscripcion;fecha_inscripcion;anio_sentencia_divorcio;mes_sentencia_divorcio;dia_sentencia_divorcio;fecha_sentencia_divorcio;anio_matrimonio;mes_matrimonio;dia_matrimonio;fecha_matrimonio;capitulaciones_bienes;duracion_matrimonio_anios;causa_divorcio;nacionalidad_conyuge1;pais_conyuge1;sexo_conyuge1;anio_nacimiento_conyuge1;mes_nacimiento_conyuge1;dia_nacimiento_conyuge1;fecha_nacimiento_conyuge1;edad_conyuge1;hijos_a_cargo_conyuge1;autoidentificacion_etnica_conyuge1;nivel_instruccion_conyuge1;sabe_leer_escribir_conyuge1;provincia_residencia_conyuge1;canton_residencia_conyuge1;parroquia_residencia_conyuge1;area_residencia_conyuge1;nacionalidad_conyuge2;pais_conyuge2;sexo_conyuge2;anio_nacimiento_conyuge2;mes_nacimiento_conyuge2;dia_nacimiento_conyuge2;fecha_nacimiento_conyuge2;edad_conyuge2;hijos_a_cargo_conyuge2;autoidentificacion_etnica_conyuge2;nivel_instruccion_conyuge2;sabe_leer_escribir_conyuge2;provincia_residencia_conyuge2;canton_residencia_conyuge2;parroquia_residencia_conyuge2;area_residencia_conyuge2
Guayas;Guayaquil;Rocafuerte;2020;Marzo;12;2020/03/12;2020;Marzo;10;2020/03/10;1997;Diciembre;1;1997/12/01;No;22;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1960;Noviembre;20;1960/11/20;59;2;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Tarqui;Urbana;Ecuatoriano;Ecuador;Mujer;1965;Enero;19;1965/01/19;55;0;Mestiza;Superior Universitario;Si;Guayas;Guayaquil;Tarqui;Urbana
Guayas;Guayaquil;Rocafuerte;2020;Marzo;12;2020/03/12;2020;Febrero;21;2020/02/21;1997;Diciembre;17;1997/12/17;No;22;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1964;Mayo;10;1964/05/10;55;0;Mestiza;Secundaria;Si;Guayas;Guayaquil;Ximena;Urbana;Ecuatoriano;Ecuador;Mujer;1972;Febrero;18;1972/02/18;48;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Ximena;Urbana
Pichincha;Quito;Iñaquito;2020;Marzo;12;2020/03/12;2019;Febrero;28;2019/02/28;1998;Febrero;12;1998/02/12;Si;21;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1975;Junio;30;1975/06/30;44;2;Mestiza;Secundaria;Si;Guayas;Milagro;Milagro;Urbana;Ecuatoriano;Ecuador;Mujer;1975;Julio;28;1975/07/28;44;0;Mestiza;Secundaria;Si;Guayas;Milagro;Milagro;Urbana
Guayas;Guayaquil;Rocafuerte;2020;Marzo;12;2020/03/12;2009;Diciembre;16;2009/12/16;1998;Julio;1;1998/07/01;No;11;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1967;Agosto;11;1967/08/11;52;0;Mestiza;Superior Universitario;Si;Guayas;Guayaquil;Letamendi;Urbana;Ecuatoriano;Ecuador;Mujer;1969;Junio;13;1969/06/13;50;0;Mestiza;Posgrado;Si;Guayas;Guayaquil;Letamendi;Urbana
Manabí;Manta;Tarqui;2020;Marzo;12;2020/03/12;2020;Marzo;3;2020/03/03;1998;Diciembre;4;1998/12/04;No;21;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1974;Noviembre;19;1974/11/19;45;0;Mestiza;Educación media / Bachillerato;Si;Manabí;Manta;Manta;Urbana;Ecuatoriano;Ecuador;Mujer;1978;Noviembre;17;1978/11/17;41;3;Mestiza;Educación media / Bachillerato;Si;Manabí;Manta;Manta;Urbana
Orellana;Orellana;Puerto Francisco de Orellana (El Coca);2020;Marzo;12;2020/03/12;2020;Enero;31;2020/01/31;1999;Septiembre;7;1999/09/07;No;20;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1969;Marzo;14;1969/03/14;50;0;Mestiza;Educación básica;Si;Orellana;Orellana;Puerto Francisco de Orellana (El Coca);Urbana;Ecuatoriano;Ecuador;Mujer;1974;Enero;5;1974/01/05;46;0;Mestiza;Educación básica;Si;Orellana;Orellana;Puerto Francisco de Orellana (El Coca);Urbana
Cañar;Azogues;Azogues;2020;Marzo;12;2020/03/12;2020;Febrero;18;2020/02/18;1999;Octubre;28;1999/10/28;No;20;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1981;Junio;8;1981/06/08;38;0;Mestiza;Primaria;Si;Cañar;Cañar;Cañar;Urbana;Ecuatoriano;Ecuador;Mujer;1981;Abril;4;1981/04/04;38;1;Mestiza;Primaria;Si;Exterior;Exterior;Exterior;Urbana
Guayas;Daule;Daule;2020;Marzo;12;2020/03/12;2019;Noviembre;20;2019/11/20;1999;Noviembre;30;1999/11/30;Si;19;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1961;Octubre;30;1961/10/30;58;0;Montubia;Educación media / Bachillerato;Si;Guayas;Santa Lucia;Santa Lucia;Urbana;Ecuatoriano;Ecuador;Mujer;1969;Diciembre;22;1969/12/22;50;1;Mestiza;Educación media / Bachillerato;Si;Guayas;Santa Lucia;Santa Lucia;Urbana
Pichincha;Quito;Iñaquito;2020;Marzo;12;2020/03/12;2020;Enero;11;2020/01/11;2000;Julio;25;2000/07/25;No;19;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1976;Abril;7;1976/04/07;43;0;Mestiza;Educación media / Bachillerato;Si;Imbabura;Cotacachi;Sagrario;Urbana;Ecuatoriano;Ecuador;Mujer;1974;Marzo;12;1974/03/12;46;1;Mestiza;Educación básica;Si;Pichincha;Quito;Iñaquito;Urbana
Pichincha;Quito;Iñaquito;2020;Marzo;12;2020/03/12;2020;Marzo;4;2020/03/04;2000;Octubre;5;2000/10/05;No;19;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1980;Marzo;11;1980/03/11;40;0;Mestiza;Secundaria;Si;Loja;Macara;Macará  (Manuel Enrique Rengel Suquilanda);Urbana;Ecuatoriano;Ecuador;Mujer;1973;Agosto;25;1973/08/25;46;0;Mestiza;Educación básica;Si;Pichincha;Quito;Iñaquito;Urbana
Santa Elena;Santa Elena;Santa Elena;2020;Marzo;12;2020/03/12;2020;Marzo;12;2020/03/12;2001;Febrero;17;2001/02/17;No;19;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1979;Mayo;4;1979/05/04;40;0;Mestiza;Educación media / Bachillerato;Si;Santa Elena;La Libertad;La Libertad;Urbana;Ecuatoriano;Ecuador;Mujer;1974;Octubre;9;1974/10/09;45;0;Mestiza;Posgrado;Si;Santa Elena;La Libertad;La Libertad;Urbana
Guayas;Guayaquil;Rocafuerte;2020;Marzo;12;2020/03/12;2020;Marzo;5;2020/03/05;2001;Marzo;9;2001/03/09;No;18;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1967;Septiembre;27;1967/09/27;52;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Guayaquil;Urbana;Ecuatoriano;Ecuador;Mujer;1980;Septiembre;20;1980/09/20;39;2;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Guayaquil;Urbana
Morona Santiago;Morona;Macas;2020;Marzo;12;2020/03/12;2019;Mayo;15;2019/05/15;2001;Junio;15;2001/06/15;No;17;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1974;Abril;14;1974/04/14;45;0;Mestiza;Secundaria;Si;Morona Santiago;Morona;Macas;Urbana;Ecuatoriano;Ecuador;Mujer;1983;Mayo;17;1983/05/17;36;1;Mestiza;Educación básica;Si;Morona Santiago;Morona;Macas;Urbana
Loja;Loja;Loja;2020;Marzo;12;2020/03/12;2019;Diciembre;2;2019/12/02;2001;Noviembre;22;2001/11/22;No;18;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1974;Noviembre;17;1974/11/17;45;0;Mestiza;Superior Universitario;Si;Loja;Loja;Sucre;Urbana;Ecuatoriano;Ecuador;Mujer;1975;Septiembre;19;1975/09/19;44;2;Mestiza;Superior Universitario;Si;Loja;Loja;Sucre;Urbana
Carchi;Tulcán;González Suárez;2020;Marzo;12;2020/03/12;2020;Febrero;18;2020/02/18;2002;Julio;11;2002/07/11;No;17;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1983;Diciembre;26;1983/12/26;36;0;Mestiza;Secundaria;Si;Carchi;Espejo;La Libertad (Alizo);Rural;Ecuatoriano;Ecuador;Mujer;1985;Abril;23;1985/04/23;34;4;Mestiza;Secundaria;Si;Carchi;Espejo;La Libertad (Alizo);Rural
Tungurahua;Ambato;Huachi Chico;2020;Marzo;12;2020/03/12;2020;Enero;2;2020/01/02;2002;Julio;26;2002/07/26;No;17;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1976;Octubre;6;1976/10/06;43;0;Mestiza;Educación básica;Si;Tungurahua;Baños de Agua Santa;Ulba;Rural;Ecuatoriano;Ecuador;Mujer;1978;Agosto;31;1978/08/31;41;2;Mestiza;Educación media / Bachillerato;Si;Tungurahua;Ambato;Santa Rosa;Rural
Guayas;Guayaquil;Rocafuerte;2020;Marzo;12;2020/03/12;2020;Enero;28;2020/01/28;2002;Noviembre;16;2002/11/16;No;17;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1982;Septiembre;18;1982/09/18;37;3;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Juan Gomez Rendon (Progreso);Rural;Ecuatoriano;Ecuador;Mujer;1986;Abril;2;1986/04/02;33;3;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Juan Gomez Rendon (Progreso);Rural
Azuay;Cuenca;San Blas;2020;Marzo;12;2020/03/12;2020;Febrero;19;2020/02/19;2002;Noviembre;29;2002/11/29;No;17;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1983;Diciembre;23;1983/12/23;36;1;Mestiza;Primaria;Si;Azuay;Cuenca;Totoracocha;Urbana;Ecuatoriano;Ecuador;Mujer;1984;Abril;1;1984/04/01;35;2;Mestiza;Educación media / Bachillerato;Si;Azuay;Cuenca;Ricaurte;Rural
Guayas;Guayaquil;Rocafuerte;2020;Marzo;12;2020/03/12;2020;Febrero;18;2020/02/18;2003;Febrero;13;2003/02/13;No;17;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1982;Enero;27;1982/01/27;38;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Ximena;Urbana;Ecuatoriano;Ecuador;Mujer;1977;Diciembre;3;1977/12/03;42;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Tarqui;Urbana
Guayas;Guayaquil;Rocafuerte;2020;Marzo;12;2020/03/12;2020;Marzo;12;2020/03/12;2003;Mayo;14;2003/05/14;No;16;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1979;Enero;4;1979/01/04;41;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Posorja;Rural;Ecuatoriano;Ecuador;Mujer;1978;Agosto;12;1978/08/12;41;1;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Posorja;Rural
Guayas;Guayaquil;Rocafuerte;2020;Marzo;12;2020/03/12;2019;Marzo;6;2019/03/06;2003;Noviembre;14;2003/11/14;No;15;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1968;Julio;2;1968/07/02;51;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Febres Cordero;Urbana;Ecuatoriano;Ecuador;Mujer;1973;Febrero;24;1973/02/24;47;1;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Ximena;Urbana
Bolívar;Caluma;Caluma;2020;Marzo;12;2020/03/12;2020;Enero;23;2020/01/23;2004;Enero;26;2004/01/26;No;15;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1980;Febrero;6;1980/02/06;40;3;Mestiza;Secundaria;Si;Bolívar;Caluma;Caluma;Urbana;Ecuatoriano;Ecuador;Mujer;1983;Diciembre;18;1983/12/18;36;3;Mestiza;Educación media / Bachillerato;Si;Bolívar;Caluma;Caluma;Urbana
Guayas;Guayaquil;Rocafuerte;2020;Marzo;12;2020/03/12;2019;Noviembre;8;2019/11/08;2004;Enero;30;2004/01/30;No;15;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1978;Marzo;30;1978/03/30;41;2;Mestiza;Superior Universitario;Si;Guayas;Guayaquil;Ximena;Urbana;Ecuatoriano;Ecuador;Mujer;1985;Febrero;24;1985/02/24;35;2;Mestiza;Superior Universitario;Si;Guayas;Guayaquil;Ximena;Urbana
Manabí;Chone;Chone;2020;Marzo;12;2020/03/12;2019;Noviembre;20;2019/11/20;2004;Marzo;7;2004/03/07;No;15;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1969;Agosto;24;1969/08/24;50;0;Mestiza;Primaria;Si;Manabí;Flavio Alfaro;Flavio Alfaro;Urbana;Ecuatoriano;Ecuador;Mujer;1967;Mayo;10;1967/05/10;52;0;Mestiza;Primaria;Si;Manabí;Chone;Chone;Urbana
Guayas;Guayaquil;Rocafuerte;2020;Marzo;12;2020/03/12;2019;Octubre;29;2019/10/29;2004;Abril;21;2004/04/21;No;15;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1982;Octubre;23;1982/10/23;37;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Guayaquil;Urbana;Ecuatoriano;Ecuador;Mujer;1985;Septiembre;25;1985/09/25;34;2;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Guayaquil;Urbana
Pichincha;Mejia;Machachi;2020;Marzo;12;2020/03/12;2020;Febrero;14;2020/02/14;2004;Julio;3;2004/07/03;No;15;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1982;Agosto;11;1982/08/11;37;0;Mestiza;Secundaria;Si;Pichincha;Mejia;Machachi;Urbana;Ecuatoriano;Ecuador;Mujer;1984;Septiembre;15;1984/09/15;35;2;Mestiza;Educación media / Bachillerato;Si;Pichincha;Mejia;Aloag;Rural
Guayas;Guayaquil;Rocafuerte;2020;Marzo;12;2020/03/12;2019;Noviembre;29;2019/11/29;2005;Febrero;4;2005/02/04;No;14;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1975;Julio;1;1975/07/01;44;0;Mestiza;Secundaria;Si;Guayas;Durán;Eloy Alfaro (Durán), Cabecera Cantonal;Urbana;Ecuatoriano;Ecuador;Mujer;1983;Enero;6;1983/01/06;37;3;Mestiza;Superior no Universitario;Si;Guayas;Durán;Eloy Alfaro (Durán), Cabecera Cantonal;Urbana
Pichincha;Quito;Iñaquito;2020;Marzo;12;2020/03/12;2019;Noviembre;6;2019/11/06;2005;Junio;18;2005/06/18;No;14;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1982;Abril;2;1982/04/02;37;1;Mestiza;Superior Universitario;Si;Pichincha;Quito;Carcelén;Urbana;Ecuatoriano;Ecuador;Mujer;1981;Noviembre;24;1981/11/24;38;1;Mestiza;Superior no Universitario;Si;Pichincha;Quito;Jipijapa;Urbana
Los Ríos;Quinsaloma;Quinsaloma;2020;Marzo;12;2020/03/12;2020;Marzo;10;2020/03/10;2005;Septiembre;21;2005/09/21;No;14;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1969;Septiembre;23;1969/09/23;50;0;Mestiza;Educación media / Bachillerato;Si;Bolívar;Guaranda;San Luis de Pambil;Rural;Ecuatoriano;Ecuador;Mujer;1981;Diciembre;12;1981/12/12;38;0;Mestiza;Educación básica;Si;Bolívar;Guaranda;San Luis de Pambil;Rural
Guayas;Guayaquil;Rocafuerte;2020;Marzo;12;2020/03/12;2019;Noviembre;29;2019/11/29;2005;Septiembre;30;2005/09/30;No;14;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1984;Junio;15;1984/06/15;35;0;Mestiza;Educación media / Bachillerato;Si;Santa Elena;Santa Elena;Santa Elena, Cabecera Cantonal y Capital Provincial;Urbana;Ecuatoriano;Ecuador;Mujer;1990;Abril;5;1990/04/05;29;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Febres Cordero;Urbana
Cañar;Azogues;Azogues;2020;Marzo;12;2020/03/12;2020;Febrero;6;2020/02/06;2005;Octubre;4;2005/10/04;No;14;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1986;Octubre;9;1986/10/09;33;0;Mestiza;Primaria;Si;Cañar;Cañar;Cañar;Urbana;Ecuatoriano;Ecuador;Mujer;1986;Julio;19;1986/07/19;33;2;Mestiza;Primaria;Si;Cañar;Cañar;Cañar;Urbana
Napo;Tena;Tena;2020;Marzo;12;2020/03/12;2020;Febrero;11;2020/02/11;2005;Octubre;25;2005/10/25;No;14;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1969;Abril;7;1969/04/07;50;0;Indigena;Secundaria;Si;Napo;Tena;Tena;Urbana;Ecuatoriano;Ecuador;Mujer;1980;Noviembre;21;1980/11/21;39;1;Indigena;Secundaria;Si;Napo;Tena;Tena;Urbana
Carchi;Tulcán;González Suárez;2020;Marzo;12;2020/03/12;2019;Noviembre;27;2019/11/27;2006;Septiembre;6;2006/09/06;No;13;El estado habitual de falta de armonía de las dos voluntades en la vida matrimonial;Ecuatoriano;Ecuador;Hombre;1987;Octubre;10;1987/10/10;32;0;Mestiza;Superior Universitario;Si;Carchi;Tulcán;González Suárez;Urbana;Ecuatoriano;Ecuador;Mujer;1992;Julio;7;1992/07/07;27;2;Mestiza;Centro de alfabetización;Si;Carchi;Tulcán;González Suárez;Urbana
Santo Domingo de los Tsáchilas;Santo Domingo;Santo Domingo de los Colorados;2020;Marzo;12;2020/03/12;2020;Febrero;12;2020/02/12;2006;Diciembre;6;2006/12/06;No;13;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1979;Noviembre;6;1979/11/06;40;0;Mestiza;Educación media / Bachillerato;Si;Santo Domingo de los Tsáchilas;Santo Domingo;Santo Domingo de los Colorados;Urbana;Ecuatoriano;Ecuador;Mujer;1985;Febrero;14;1985/02/14;35;2;Mestiza;Educación media / Bachillerato;Si;Santo Domingo de los Tsáchilas;Santo Domingo;Santo Domingo de los Colorados;Urbana
Guayas;Guayaquil;Rocafuerte;2020;Marzo;12;2020/03/12;2020;Marzo;10;2020/03/10;2007;Enero;30;2007/01/30;No;13;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1981;Mayo;18;1981/05/18;38;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Ximena;Urbana;Ecuatoriano;Ecuador;Mujer;1983;Julio;7;1983/07/07;36;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Ximena;Urbana
Esmeraldas;Esmeraldas;Esmeraldas;2020;Marzo;12;2020/03/12;2019;Noviembre;25;2019/11/25;2007;Marzo;23;2007/03/23;No;12;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1968;Febrero;18;1968/02/18;52;0;Mestiza;Secundaria;Si;Esmeraldas;Quininde;Rosa Zarate (Quininde);Urbana;Ecuatoriano;Ecuador;Mujer;1979;Mayo;22;1979/05/22;40;2;Afroecuatoriana /afrodescendiente;Educación media / Bachillerato;Si;Esmeraldas;Quininde;Rosa Zarate (Quininde);Urbana
Manabí;Puerto Lopez;Puerto Lopez;2020;Marzo;12;2020/03/12;2020;Enero;22;2020/01/22;2007;Julio;4;2007/07/04;No;12;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1985;Julio;1;1985/07/01;34;0;Mestiza;Educación media / Bachillerato;Si;Manabí;Puerto Lopez;Puerto Lopez;Urbana;Ecuatoriano;Ecuador;Mujer;1993;Septiembre;3;1993/09/03;26;2;Mestiza;Educación media / Bachillerato;Si;Manabí;Puerto Lopez;Puerto Lopez;Urbana
Santo Domingo de los Tsáchilas;Santo Domingo;Santo Domingo de los Colorados;2020;Marzo;12;2020/03/12;2018;Agosto;8;2018/08/08;2007;Septiembre;7;2007/09/07;No;10;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1988;Noviembre;15;1988/11/15;31;0;Mestiza;Secundaria;Si;Santo Domingo de los Tsáchilas;Santo Domingo;Río Verde;Urbana;Ecuatoriano;Ecuador;Mujer;1988;Mayo;7;1988/05/07;31;2;Mestiza;Educación media / Bachillerato;Si;Santo Domingo de los Tsáchilas;Santo Domingo;Bombolí;Urbana
Guayas;Milagro;Milagro;2020;Marzo;12;2020/03/12;2019;Abril;23;2019/04/23;2008;Septiembre;12;2008/09/12;No;10;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1987;Enero;8;1987/01/08;33;0;Mestiza;Secundaria;Si;Guayas;Milagro;Milagro;Urbana;Ecuatoriano;Ecuador;Mujer;1988;Junio;9;1988/06/09;31;1;Mestiza;Secundaria;Si;Guayas;Milagro;Milagro;Urbana
Pichincha;Quito;Iñaquito;2020;Marzo;12;2020/03/12;2020;Marzo;11;2020/03/11;2009;Enero;8;2009/01/08;No;11;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1984;Septiembre;8;1984/09/08;35;0;Mestiza;Educación media / Bachillerato;Si;Pichincha;Quito;La Ferroviaria;Urbana;Ecuatoriano;Ecuador;Mujer;1986;Agosto;17;1986/08/17;33;1;Mestiza;Primaria;Si;Pichincha;Quito;La Ferroviaria;Urbana
Azuay;Cuenca;San Blas;2020;Marzo;12;2020/03/12;2020;Marzo;10;2020/03/10;2009;Febrero;17;2009/02/17;No;11;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1987;Enero;20;1987/01/20;33;0;Mestiza;Educación básica;Si;Exterior;Exterior;Exterior;Urbana;Ecuatoriano;Ecuador;Mujer;1985;Mayo;6;1985/05/06;34;1;Mestiza;Educación básica;Si;Azuay;Cuenca;Cuenca;Urbana
Tungurahua;Pelileo;Pelileo;2020;Marzo;12;2020/03/12;2019;Marzo;27;2019/03/27;2009;Abril;30;2009/04/30;Si;9;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1988;Abril;27;1988/04/27;31;0;Mestiza;Educación media / Bachillerato;Si;Tungurahua;Quero;Quero;Urbana;Ecuatoriano;Ecuador;Mujer;1991;Agosto;28;1991/08/28;28;0;Montubia;Educación media / Bachillerato;Si;Tungurahua;Pelileo;Pelileo;Urbana
Azuay;Cuenca;San Blas;2020;Marzo;12;2020/03/12;2020;Enero;3;2020/01/03;2009;Junio;19;2009/06/19;No;10;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1986;Septiembre;28;1986/09/28;33;0;Mestiza;Educación básica;Si;Azuay;Cuenca;Bellavista;Urbana;Ecuatoriano;Ecuador;Mujer;1990;Febrero;10;1990/02/10;30;1;Mestiza;Educación media / Bachillerato;Si;Azuay;Cuenca;Totoracocha;Urbana
Guayas;Guayaquil;Rocafuerte;2020;Marzo;12;2020/03/12;2020;Marzo;11;2020/03/11;2009;Septiembre;14;2009/09/14;No;10;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1987;Septiembre;9;1987/09/09;32;0;Mestiza;Superior Universitario;Si;Guayas;Guayaquil;Tarqui;Urbana;Ecuatoriano;Ecuador;Mujer;1983;Marzo;4;1983/03/04;37;0;Mestiza;Superior Universitario;Si;Guayas;Guayaquil;Tarqui;Urbana
Pichincha;Quito;Iñaquito;2020;Marzo;12;2020/03/12;2016;Mayo;10;2016/05/10;2009;Octubre;8;2009/10/08;No;6;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1985;Septiembre;11;1985/09/11;34;0;Mestiza;Secundaria;Si;Pichincha;Quito;Cotocollao;Urbana;Ecuatoriano;Ecuador;Mujer;1985;Noviembre;26;1985/11/26;34;0;Mestiza;Educación media / Bachillerato;Si;Pichincha;Quito;Cotocollao;Urbana
Pichincha;Quito;Itchimbia;2020;Marzo;12;2020/03/12;2020;Marzo;6;2020/03/06;2009;Diciembre;11;2009/12/11;No;10;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1983;Abril;12;1983/04/12;36;0;Mestiza;Superior Universitario;Si;Pichincha;Quito;La Magdalena;Urbana;Ecuatoriano;Ecuador;Mujer;1983;Abril;12;1983/04/12;36;1;Mestiza;Superior Universitario;Si;Pichincha;Quito;La Magdalena;Urbana
Guayas;Guayaquil;Rocafuerte;2020;Marzo;12;2020/03/12;2019;Junio;13;2019/06/13;2010;Abril;1;2010/04/01;No;9;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1977;Abril;6;1977/04/06;42;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Guayaquil;Urbana;Ecuatoriano;Ecuador;Mujer;1974;Julio;24;1974/07/24;45;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Guayaquil;Urbana
Pichincha;Mejia;Machachi;2020;Marzo;12;2020/03/12;2018;Febrero;2;2018/02/02;2010;Mayo;28;2010/05/28;No;7;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1973;Septiembre;26;1973/09/26;46;0;Mestiza;Primaria;Si;Pichincha;Mejia;Machachi;Urbana;Ecuatoriano;Ecuador;Mujer;1987;Julio;8;1987/07/08;32;1;Mestiza;Secundaria;Si;Pichincha;Quito;Quito Distrito Metropolitano de Quito;Urbana
Cañar;Azogues;Azogues;2020;Marzo;12;2020/03/12;2019;Diciembre;23;2019/12/23;2010;Julio;1;2010/07/01;No;9;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1989;Noviembre;5;1989/11/05;30;0;Mestiza;Educación media / Bachillerato;Si;Exterior;Exterior;Exterior;Urbana;Ecuatoriano;Ecuador;Mujer;1993;Enero;21;1993/01/21;27;1;Mestiza;Educación media / Bachillerato;Si;Cañar;Azogues;Guapan;Rural
Cañar;Azogues;Azogues;2020;Marzo;12;2020/03/12;2020;Enero;30;2020/01/30;2010;Octubre;1;2010/10/01;No;9;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1988;Febrero;18;1988/02/18;32;0;Mestiza;Educación media / Bachillerato;Si;Exterior;Exterior;Exterior;Urbana;Ecuatoriano;Ecuador;Mujer;1987;Marzo;6;1987/03/06;33;1;Mestiza;Primaria;Si;Cañar;Cañar;Cañar;Urbana
